mmsi,ship_name,event_type,start,end,lat,lon,duration_hrs,confidence,port_id,port_name,port_flag,eez,avg_speed_kn,dist_from_shore_km
341481002,ZOYA,port_visit,2025-12-23 16:36:35+00:00,2026-01-12 13:13:00+00:00,38.3683,26.1424,476.6069444444444,3,grc-chios,CHIOS,GRC,EEZ:5679,,0
341481002,ZOYA,port_visit,2026-01-15 04:01:56+00:00,2026-01-16 04:15:12+00:00,31.4616,32.3029,24.22111111111111,4,egy-portsaid,PORT SAID,EGY,EEZ:8490,,20
341481002,ZOYA,port_visit,2026-01-16 07:51:42+00:00,2026-01-17 06:29:42+00:00,30.5734,32.2904,22.633333333333333,4,egy-ismailiya,ISMAILIYA,EGY,EEZ:8490,,0
341481002,ZOYA,port_visit,2026-01-20 11:09:00+00:00,2026-01-21 14:29:02+00:00,21.4192,39.0534,27.33388888888889,4,sau-jeddah,JEDDAH,SAU,Kuwait,,8
341481002,ZOYA,port_visit,2026-01-27 01:07:09+00:00,2026-01-27 01:34:35+00:00,21.4192,39.0534,0.4572222222222222,4,sau-jeddah,JEDDAH,SAU,Kuwait,,8
341481002,ZOYA,port_visit,2026-01-29 06:11:20+00:00,2026-01-29 08:28:54+00:00,21.4192,39.0534,2.2927777777777782,4,sau-jeddah,JEDDAH,SAU,Kuwait,,8
341481002,ZOYA,port_visit,2026-01-29 11:04:14+00:00,2026-02-11 13:32:04+00:00,21.4037,39.0697,314.4638888888889,4,sau-jeddah,JEDDAH,SAU,Kuwait,,5
341481002,ZOYA,port_visit,2026-02-22 09:19:52+00:00,2026-02-23 13:53:17+00:00,16.9136,54.039,28.556944444444444,4,omn-salalah,SALALAH,OMN,Oman,,5
341481002,ZOYA,port_visit,2026-02-27 05:30:46+00:00,2026-03-16 04:37:01+00:00,26.2084,56.2454,407.1041666666667,4,omn-khasab,KHASAB,OMN,Oman,,0
341481002,ZOYA,port_visit,2026-03-16 09:51:52+00:00,2026-03-17 03:18:43+00:00,26.2486,56.314,17.4475,4,omn-hassa,,OMN,Oman,,0
341481002,ZOYA,port_visit,2026-03-17 09:53:31+00:00,2026-03-18 03:52:58+00:00,26.2486,56.314,17.990833333333335,4,omn-hassa,,OMN,Oman,,0
341481002,ZOYA,port_visit,2026-03-19 09:39:41+00:00,2026-03-22 03:49:15+00:00,26.2486,56.314,66.15944444444445,4,omn-hassa,,OMN,Oman,,0
