source,dataset_file,mmsi,ship_name,vessel_type,type_class,t0,t1,lat0,lon0,lat1,lon1,elapsed_hours,straight_line_distance_km,sea_route_distance_km,route_method,required_speed_knots,straight_line_speed_knots,classification,notes,is_retro_target,prior_metric,prior_tier,prior_gap_hours
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,9123002,HMR FISHING BOAT,GEAR,fishing,2026-01-18T13:00:00+00:00,2026-01-18T14:00:00+00:00,25.86,55.62,25.83,55.58,1.0,5.21,0.0,searoute_recorded_not_used,2.81,2.81,PLAUSIBLE,sea route not used for verdict (hop below searoute node spacing); classified on straight line (2.8 kn),False,10.5,notable,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,9123002,HMR FISHING BOAT,GEAR,fishing,2026-01-18T14:00:00+00:00,2026-01-18T15:00:00+00:00,25.83,55.58,25.84,55.61,1.0,3.2,0.0,searoute_recorded_not_used,1.73,1.73,PLAUSIBLE,sea route not used for verdict (hop below searoute node spacing); classified on straight line (1.7 kn),False,8.3,notable,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,9123002,HMR FISHING BOAT,GEAR,fishing,2026-01-18T15:00:00+00:00,2026-01-18T16:00:00+00:00,25.84,55.61,25.85,55.63,1.0,2.29,,haversine_only,1.24,1.24,PLAUSIBLE,,False,1.0,normal,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,9123002,HMR FISHING BOAT,GEAR,fishing,2026-01-18T16:00:00+00:00,2026-01-18T17:00:00+00:00,25.85,55.63,25.85,55.63,1.0,0.0,,stationary,0.0,0.0,PLAUSIBLE,essentially stationary,False,2.3,normal,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,9123002,HMR FISHING BOAT,GEAR,fishing,2026-01-18T17:00:00+00:00,2026-01-19T10:00:00+00:00,25.85,55.63,25.88,56.02,17.0,39.16,46.09,searoute_recorded_not_used,1.24,1.24,PLAUSIBLE,sea route not used for verdict (hop below searoute node spacing); classified on straight line (1.2 kn),False,39.2,notable,17.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,9123002,HMR FISHING BOAT,GEAR,fishing,2026-01-19T10:00:00+00:00,2026-01-19T11:00:00+00:00,25.88,56.02,25.92,55.97,1.0,6.69,0.0,searoute_recorded_not_used,3.61,3.61,PLAUSIBLE,sea route not used for verdict (hop below searoute node spacing); classified on straight line (3.6 kn),False,8.4,notable,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,9123002,HMR FISHING BOAT,GEAR,fishing,2026-01-19T11:00:00+00:00,2026-01-20T12:00:00+00:00,25.92,55.97,25.89,56.02,25.0,6.01,0.0,searoute_recorded_not_used,0.13,0.13,PLAUSIBLE,sea route not used for verdict (hop below searoute node spacing); classified on straight line (0.1 kn),False,173.3,high,25.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,9123002,HMR FISHING BOAT,GEAR,fishing,2026-01-20T12:00:00+00:00,2026-01-20T13:00:00+00:00,25.89,56.02,25.9,55.62,1.0,40.03,46.09,searoute,24.89,21.61,IMPLAUSIBLE_BUT_POSSIBLE,,False,40.2,high,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,9123002,HMR FISHING BOAT,GEAR,fishing,2026-01-20T13:00:00+00:00,2026-01-20T14:00:00+00:00,25.9,55.62,25.85,55.53,1.0,10.58,0.0,searoute_recorded_not_used,5.71,5.71,PLAUSIBLE,sea route not used for verdict (hop below searoute node spacing); classified on straight line (5.7 kn),False,31.7,high,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,9123002,HMR FISHING BOAT,GEAR,fishing,2026-01-20T14:00:00+00:00,2026-01-20T15:00:00+00:00,25.85,55.53,25.87,55.55,1.0,2.99,0.0,searoute_recorded_not_used,1.62,1.62,PLAUSIBLE,sea route not used for verdict (hop below searoute node spacing); classified on straight line (1.6 kn),False,13.5,notable,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,9123002,HMR FISHING BOAT,GEAR,fishing,2026-01-20T15:00:00+00:00,2026-01-20T16:00:00+00:00,25.87,55.55,25.87,55.57,1.0,2.0,,haversine_only,1.08,1.08,PLAUSIBLE,,False,2.2,normal,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,9123002,HMR FISHING BOAT,GEAR,fishing,2026-01-20T16:00:00+00:00,2026-01-20T17:00:00+00:00,25.87,55.57,25.88,55.66,1.0,9.07,0.0,searoute_recorded_not_used,4.9,4.9,PLAUSIBLE,sea route not used for verdict (hop below searoute node spacing); classified on straight line (4.9 kn),False,7.1,notable,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,9123002,HMR FISHING BOAT,GEAR,fishing,2026-01-20T17:00:00+00:00,2026-01-20T18:00:00+00:00,25.88,55.66,25.88,55.78,1.0,12.01,,haversine_only,6.48,6.48,PLAUSIBLE,,False,3.2,normal,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,9126842,BU HAROO)N,GEAR,fishing,2026-01-17T16:00:00+00:00,2026-01-17T17:00:00+00:00,26.07,55.88,26.08,55.88,1.0,1.11,,haversine_only,0.6,0.6,PLAUSIBLE,,False,1.5,normal,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,9126842,BU HAROO)N,GEAR,fishing,2026-01-17T17:00:00+00:00,2026-01-17T18:00:00+00:00,26.08,55.88,26.02,55.9,1.0,6.96,0.0,searoute_recorded_not_used,3.76,3.76,PLAUSIBLE,sea route not used for verdict (hop below searoute node spacing); classified on straight line (3.8 kn),False,8.0,notable,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,9126842,BU HAROO)N,GEAR,fishing,2026-01-17T18:00:00+00:00,2026-01-18T11:00:00+00:00,26.02,55.9,25.83,55.82,17.0,22.59,0.0,searoute_recorded_not_used,0.72,0.72,PLAUSIBLE,sea route not used for verdict (hop below searoute node spacing); classified on straight line (0.7 kn),False,101.4,notable,17.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,9126842,BU HAROO)N,GEAR,fishing,2026-01-18T11:00:00+00:00,2026-01-18T12:00:00+00:00,25.83,55.82,25.8,55.65,1.0,17.34,46.09,searoute_recorded_not_used,9.36,9.36,PLAUSIBLE,sea route not used for verdict (hop below searoute node spacing); classified on straight line (9.4 kn),False,16.7,notable,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,9126842,BU HAROO)N,GEAR,fishing,2026-01-18T12:00:00+00:00,2026-01-18T13:00:00+00:00,25.8,55.65,25.79,55.52,1.0,13.06,,haversine_only,7.05,7.05,PLAUSIBLE,,False,4.6,normal,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,9126842,BU HAROO)N,GEAR,fishing,2026-01-18T13:00:00+00:00,2026-01-18T14:00:00+00:00,25.79,55.52,25.79,55.54,1.0,2.0,0.0,searoute_recorded_not_used,1.08,1.08,PLAUSIBLE,sea route not used for verdict (hop below searoute node spacing); classified on straight line (1.1 kn),False,15.1,notable,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,9126842,BU HAROO)N,GEAR,fishing,2026-01-18T14:00:00+00:00,2026-01-18T15:00:00+00:00,25.79,55.54,25.79,55.54,1.0,0.0,,stationary,0.0,0.0,PLAUSIBLE,essentially stationary,False,2.0,normal,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,9126842,BU HAROO)N,GEAR,fishing,2026-01-18T15:00:00+00:00,2026-01-18T16:00:00+00:00,25.79,55.54,25.81,55.56,1.0,2.99,,haversine_only,1.62,1.62,PLAUSIBLE,,False,3.0,normal,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,9126842,BU HAROO)N,GEAR,fishing,2026-01-18T16:00:00+00:00,2026-01-18T17:00:00+00:00,25.81,55.56,25.81,55.58,1.0,2.0,,haversine_only,1.08,1.08,PLAUSIBLE,,False,2.2,normal,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,9126842,BU HAROO)N,GEAR,fishing,2026-01-18T17:00:00+00:00,2026-01-18T18:00:00+00:00,25.81,55.58,25.81,55.58,1.0,0.0,,stationary,0.0,0.0,PLAUSIBLE,essentially stationary,False,2.0,normal,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,9126842,BU HAROO)N,GEAR,fishing,2026-01-18T18:00:00+00:00,2026-01-18T19:00:00+00:00,25.81,55.58,25.81,55.9,1.0,32.03,46.09,searoute_recorded_not_used,17.3,17.3,IMPLAUSIBLE_BUT_POSSIBLE,sea route not used for verdict (hop below searoute node spacing); classified on straight line (17.3 kn),False,32.0,high,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,9126842,BU HAROO)N,GEAR,fishing,2026-01-18T19:00:00+00:00,2026-01-19T12:00:00+00:00,25.81,55.9,25.85,55.71,17.0,19.53,0.0,searoute_recorded_not_used,0.62,0.62,PLAUSIBLE,sea route not used for verdict (hop below searoute node spacing); classified on straight line (0.6 kn),False,563.6,high,17.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,9126842,BU HAROO)N,GEAR,fishing,2026-01-19T12:00:00+00:00,2026-01-19T13:00:00+00:00,25.85,55.71,25.88,55.53,1.0,18.32,46.09,searoute_recorded_not_used,9.89,9.89,PLAUSIBLE,sea route not used for verdict (hop below searoute node spacing); classified on straight line (9.9 kn),False,17.2,notable,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,9126842,BU HAROO)N,GEAR,fishing,2026-01-19T13:00:00+00:00,2026-01-19T14:00:00+00:00,25.88,55.53,25.88,55.57,1.0,4.0,0.0,searoute_recorded_not_used,2.16,2.16,PLAUSIBLE,sea route not used for verdict (hop below searoute node spacing); classified on straight line (2.2 kn),False,22.3,notable,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,9126842,BU HAROO)N,GEAR,fishing,2026-01-19T14:00:00+00:00,2026-01-19T15:00:00+00:00,25.88,55.57,25.89,55.58,1.0,1.5,,haversine_only,0.81,0.81,PLAUSIBLE,,False,3.2,normal,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,9126842,BU HAROO)N,GEAR,fishing,2026-01-19T15:00:00+00:00,2026-01-19T16:00:00+00:00,25.89,55.58,25.9,55.59,1.0,1.5,,haversine_only,0.81,0.81,PLAUSIBLE,,False,0.0,normal,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,9126842,BU HAROO)N,GEAR,fishing,2026-01-19T16:00:00+00:00,2026-01-19T17:00:00+00:00,25.9,55.59,25.91,55.62,1.0,3.2,,haversine_only,1.73,1.73,PLAUSIBLE,,False,2.0,normal,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,9126842,BU HAROO)N,GEAR,fishing,2026-01-19T17:00:00+00:00,2026-01-19T18:00:00+00:00,25.91,55.62,25.89,55.71,1.0,9.27,46.09,searoute_recorded_not_used,5.01,5.01,PLAUSIBLE,sea route not used for verdict (hop below searoute node spacing); classified on straight line (5.0 kn),False,6.9,notable,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,9126842,BU HAROO)N,GEAR,fishing,2026-01-19T18:00:00+00:00,2026-01-20T13:00:00+00:00,25.89,55.71,25.87,55.52,19.0,19.14,46.09,searoute_recorded_not_used,0.54,0.54,PLAUSIBLE,sea route not used for verdict (hop below searoute node spacing); classified on straight line (0.5 kn),False,194.2,high,19.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,9126842,BU HAROO)N,GEAR,fishing,2026-01-20T13:00:00+00:00,2026-01-20T14:00:00+00:00,25.87,55.52,25.88,55.53,1.0,1.5,,haversine_only,0.81,0.81,PLAUSIBLE,,False,2.3,normal,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,9126842,BU HAROO)N,GEAR,fishing,2026-01-20T14:00:00+00:00,2026-01-20T15:00:00+00:00,25.88,55.53,25.89,55.55,1.0,2.29,,haversine_only,1.24,1.24,PLAUSIBLE,,False,1.0,normal,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,9126842,BU HAROO)N,GEAR,fishing,2026-01-20T15:00:00+00:00,2026-01-20T16:00:00+00:00,25.89,55.55,25.89,55.57,1.0,2.0,,haversine_only,1.08,1.08,PLAUSIBLE,,False,1.1,normal,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,9126842,BU HAROO)N,GEAR,fishing,2026-01-20T16:00:00+00:00,2026-01-20T17:00:00+00:00,25.89,55.57,25.87,55.7,1.0,13.19,46.09,searoute_recorded_not_used,7.12,7.12,PLAUSIBLE,sea route not used for verdict (hop below searoute node spacing); classified on straight line (7.1 kn),False,11.2,notable,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,9126842,BU HAROO)N,GEAR,fishing,2026-01-20T17:00:00+00:00,2026-01-20T18:00:00+00:00,25.87,55.7,25.82,55.91,1.0,21.74,0.0,searoute_recorded_not_used,11.74,11.74,PLAUSIBLE,sea route not used for verdict (hop below searoute node spacing); classified on straight line (11.7 kn),False,8.7,notable,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,9127153,AAA FISHING BOAT,GEAR,fishing,2026-01-17T16:00:00+00:00,2026-01-17T17:00:00+00:00,25.9,55.81,25.9,55.82,1.0,1.0,,haversine_only,0.54,0.54,PLAUSIBLE,,False,1.1,normal,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,9127153,AAA FISHING BOAT,GEAR,fishing,2026-01-17T17:00:00+00:00,2026-01-18T13:00:00+00:00,25.9,55.82,26.04,55.84,20.0,15.7,0.0,searoute_recorded_not_used,0.42,0.42,PLAUSIBLE,sea route not used for verdict (hop below searoute node spacing); classified on straight line (0.4 kn),False,23.8,notable,20.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,9127153,AAA FISHING BOAT,GEAR,fishing,2026-01-18T13:00:00+00:00,2026-01-18T14:00:00+00:00,26.04,55.84,26.05,55.86,1.0,2.29,,haversine_only,1.23,1.23,PLAUSIBLE,,False,1.9,normal,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,9127153,AAA FISHING BOAT,GEAR,fishing,2026-01-18T14:00:00+00:00,2026-01-18T15:00:00+00:00,26.05,55.86,26.06,55.87,1.0,1.49,,haversine_only,0.81,0.81,PLAUSIBLE,,False,1.0,normal,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,9127153,AAA FISHING BOAT,GEAR,fishing,2026-01-18T15:00:00+00:00,2026-01-18T16:00:00+00:00,26.06,55.87,26.07,55.89,1.0,2.29,,haversine_only,1.23,1.23,PLAUSIBLE,,False,1.0,normal,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,9127153,AAA FISHING BOAT,GEAR,fishing,2026-01-18T16:00:00+00:00,2026-01-19T13:00:00+00:00,26.07,55.89,25.89,55.78,21.0,22.84,0.0,searoute_recorded_not_used,0.59,0.59,PLAUSIBLE,sea route not used for verdict (hop below searoute node spacing); classified on straight line (0.6 kn),False,68.4,notable,21.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,9127153,AAA FISHING BOAT,GEAR,fishing,2026-01-19T13:00:00+00:00,2026-01-19T14:00:00+00:00,25.89,55.78,25.9,55.81,1.0,3.2,,haversine_only,1.73,1.73,PLAUSIBLE,,False,4.1,normal,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,9127153,AAA FISHING BOAT,GEAR,fishing,2026-01-19T14:00:00+00:00,2026-01-19T15:00:00+00:00,25.9,55.81,25.92,55.83,1.0,2.99,,haversine_only,1.62,1.62,PLAUSIBLE,,False,1.5,normal,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,9127153,AAA FISHING BOAT,GEAR,fishing,2026-01-19T15:00:00+00:00,2026-01-19T16:00:00+00:00,25.92,55.83,25.92,55.84,1.0,1.0,,stationary,0.54,0.54,PLAUSIBLE,essentially stationary,False,2.4,normal,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,9127153,AAA FISHING BOAT,GEAR,fishing,2026-01-19T16:00:00+00:00,2026-01-19T17:00:00+00:00,25.92,55.84,25.88,56.02,1.0,18.55,0.0,searoute_recorded_not_used,10.01,10.01,PLAUSIBLE,sea route not used for verdict (hop below searoute node spacing); classified on straight line (10.0 kn),False,17.6,notable,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,42211111,ARSALAN BOYA NET-1,,unknown,2026-01-17T10:00:00+00:00,2026-01-17T11:00:00+00:00,26.68,56.38,26.66,56.3,1.0,8.25,21.73,searoute_recorded_not_used,4.46,4.46,PLAUSIBLE,sea route not used for verdict (hop below searoute node spacing); classified on straight line (4.5 kn),False,8.0,notable,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,42211111,ARSALAN BOYA NET-1,,unknown,2026-01-17T11:00:00+00:00,2026-01-17T12:00:00+00:00,26.66,56.3,26.61,56.14,1.0,16.85,0.0,searoute_recorded_not_used,9.1,9.1,PLAUSIBLE,sea route not used for verdict (hop below searoute node spacing); classified on straight line (9.1 kn),False,8.6,notable,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,42211111,ARSALAN BOYA NET-1,,unknown,2026-01-17T12:00:00+00:00,2026-01-17T13:00:00+00:00,26.61,56.14,26.6,56.11,1.0,3.18,0.0,searoute_recorded_not_used,1.72,1.72,PLAUSIBLE,sea route not used for verdict (hop below searoute node spacing); classified on straight line (1.7 kn),False,13.7,notable,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,42211111,ARSALAN BOYA NET-1,,unknown,2026-01-17T13:00:00+00:00,2026-01-17T14:00:00+00:00,26.6,56.11,26.55,55.95,1.0,16.85,0.0,searoute_recorded_not_used,9.1,9.1,PLAUSIBLE,sea route not used for verdict (hop below searoute node spacing); classified on straight line (9.1 kn),False,13.7,notable,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,42211111,ARSALAN BOYA NET-1,,unknown,2026-01-17T14:00:00+00:00,2026-01-17T15:00:00+00:00,26.55,55.95,26.55,55.94,1.0,0.99,,stationary,0.54,0.54,PLAUSIBLE,essentially stationary,False,15.9,notable,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,42211111,ARSALAN BOYA NET-1,,unknown,2026-01-17T15:00:00+00:00,2026-01-17T16:00:00+00:00,26.55,55.94,26.5,55.79,1.0,15.93,68.41,searoute_recorded_not_used,8.6,8.6,PLAUSIBLE,sea route not used for verdict (hop below searoute node spacing); classified on straight line (8.6 kn),False,15.0,notable,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,42211111,ARSALAN BOYA NET-1,,unknown,2026-01-17T16:00:00+00:00,2026-01-17T17:00:00+00:00,26.5,55.79,26.48,55.71,1.0,8.27,0.0,searoute_recorded_not_used,4.46,4.46,PLAUSIBLE,sea route not used for verdict (hop below searoute node spacing); classified on straight line (4.5 kn),False,7.7,notable,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,104000002,DIAZLE BOUY-95%,,unknown,2026-01-20T15:00:00+00:00,2026-01-20T16:00:00+00:00,25.92,55.63,25.92,55.65,1.0,2.0,,haversine_only,1.08,1.08,PLAUSIBLE,,False,2.3,normal,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,104000002,DIAZLE BOUY-95%,,unknown,2026-01-20T16:00:00+00:00,2026-01-20T17:00:00+00:00,25.92,55.65,25.92,55.67,1.0,2.0,,haversine_only,1.08,1.08,PLAUSIBLE,,False,0.0,normal,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,104000002,DIAZLE BOUY-95%,,unknown,2026-01-20T17:00:00+00:00,2026-01-20T18:00:00+00:00,25.92,55.67,25.93,55.68,1.0,1.5,,haversine_only,0.81,0.81,PLAUSIBLE,,False,1.5,normal,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,111000027,RAK121 FISHINGNET BO,,unknown,2026-01-18T15:00:00+00:00,2026-01-18T16:00:00+00:00,25.77,55.61,25.78,55.63,1.0,2.29,,haversine_only,1.24,1.24,PLAUSIBLE,,False,0.0,normal,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,205655000,WAASMUNSTER,TANKER,commercial_slow,2026-01-18T16:00:00+00:00,2026-01-18T17:00:00+00:00,26.17,55.87,26.32,56.04,1.0,23.78,68.41,searoute_recorded_not_used,12.84,12.84,PLAUSIBLE,sea route not used for verdict (hop below searoute node spacing); classified on straight line (12.8 kn),False,6.0,notable,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,205655000,WAASMUNSTER,TANKER,commercial_slow,2026-01-18T17:00:00+00:00,2026-01-18T18:00:00+00:00,26.32,56.04,26.5,56.36,1.0,37.63,0.0,searoute_recorded_not_used,20.32,20.32,PLAUSIBLE,sea route not used for verdict (hop below searoute node spacing); classified on straight line (20.3 kn),False,15.3,notable,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,205655000,WAASMUNSTER,TANKER,commercial_slow,2026-01-18T18:00:00+00:00,2026-01-18T19:00:00+00:00,26.5,56.36,26.5,56.58,1.0,21.89,21.73,searoute_recorded_not_used,11.82,11.82,PLAUSIBLE,sea route not used for verdict (hop below searoute node spacing); classified on straight line (11.8 kn),False,22.4,notable,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,205655000,WAASMUNSTER,TANKER,commercial_slow,2026-01-18T19:00:00+00:00,2026-01-18T20:00:00+00:00,26.5,56.58,26.32,56.62,1.0,20.41,23.65,searoute_recorded_not_used,11.02,11.02,PLAUSIBLE,sea route not used for verdict (hop below searoute node spacing); classified on straight line (11.0 kn),False,26.9,high,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,205655000,WAASMUNSTER,TANKER,commercial_slow,2026-01-18T20:00:00+00:00,2026-01-18T21:00:00+00:00,26.32,56.62,25.93,56.66,1.0,43.55,53.86,searoute,29.08,23.51,IMPLAUSIBLE_BUT_POSSIBLE,,False,23.4,notable,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,205655000,WAASMUNSTER,TANKER,commercial_slow,2026-01-18T21:00:00+00:00,2026-01-18T22:00:00+00:00,25.93,56.66,25.86,56.66,1.0,7.78,0.0,searoute_recorded_not_used,4.2,4.2,PLAUSIBLE,sea route not used for verdict (hop below searoute node spacing); classified on straight line (4.2 kn),False,35.8,high,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,205655000,WAASMUNSTER,TANKER,commercial_slow,2026-01-18T22:00:00+00:00,2026-01-18T23:00:00+00:00,25.86,56.66,25.6,56.69,1.0,29.07,54.07,searoute_recorded_not_used,15.69,15.69,PLAUSIBLE,sea route not used for verdict (hop below searoute node spacing); classified on straight line (15.7 kn),False,21.3,notable,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,207836770,MARIE-JOSEPH,,unknown,2026-01-17T02:00:00+00:00,2026-01-17T03:00:00+00:00,25.95,56.06,25.95,56.06,1.0,0.0,,stationary,0.0,0.0,PLAUSIBLE,essentially stationary,False,0.0,normal,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,207836770,MARIE-JOSEPH,,unknown,2026-01-17T03:00:00+00:00,2026-01-17T04:00:00+00:00,25.95,56.06,25.95,56.06,1.0,0.0,,stationary,0.0,0.0,PLAUSIBLE,essentially stationary,False,0.0,normal,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,207836770,MARIE-JOSEPH,,unknown,2026-01-17T04:00:00+00:00,2026-01-17T05:00:00+00:00,25.95,56.06,25.95,56.06,1.0,0.0,,stationary,0.0,0.0,PLAUSIBLE,essentially stationary,False,0.0,normal,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,207836770,MARIE-JOSEPH,,unknown,2026-01-17T05:00:00+00:00,2026-01-17T06:00:00+00:00,25.95,56.06,25.95,56.06,1.0,0.0,,stationary,0.0,0.0,PLAUSIBLE,essentially stationary,False,0.0,normal,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,207836770,MARIE-JOSEPH,,unknown,2026-01-17T06:00:00+00:00,2026-01-17T07:00:00+00:00,25.95,56.06,25.95,56.06,1.0,0.0,,stationary,0.0,0.0,PLAUSIBLE,essentially stationary,False,0.0,normal,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,207836770,MARIE-JOSEPH,,unknown,2026-01-17T07:00:00+00:00,2026-01-17T08:00:00+00:00,25.95,56.06,25.95,56.06,1.0,0.0,,stationary,0.0,0.0,PLAUSIBLE,essentially stationary,False,0.0,normal,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,207836770,MARIE-JOSEPH,,unknown,2026-01-17T08:00:00+00:00,2026-01-17T09:00:00+00:00,25.95,56.06,25.95,56.06,1.0,0.0,,stationary,0.0,0.0,PLAUSIBLE,essentially stationary,False,0.0,normal,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,207836770,MARIE-JOSEPH,,unknown,2026-01-17T09:00:00+00:00,2026-01-17T10:00:00+00:00,25.95,56.06,25.95,56.06,1.0,0.0,,stationary,0.0,0.0,PLAUSIBLE,essentially stationary,False,0.0,normal,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,207836770,MARIE-JOSEPH,,unknown,2026-01-17T10:00:00+00:00,2026-01-17T11:00:00+00:00,25.95,56.06,25.95,56.06,1.0,0.0,,stationary,0.0,0.0,PLAUSIBLE,essentially stationary,False,0.0,normal,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,207836770,MARIE-JOSEPH,,unknown,2026-01-17T11:00:00+00:00,2026-01-17T12:00:00+00:00,25.95,56.06,25.95,56.06,1.0,0.0,,stationary,0.0,0.0,PLAUSIBLE,essentially stationary,False,0.0,normal,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,207836770,MARIE-JOSEPH,,unknown,2026-01-17T12:00:00+00:00,2026-01-17T13:00:00+00:00,25.95,56.06,25.95,56.06,1.0,0.0,,stationary,0.0,0.0,PLAUSIBLE,essentially stationary,False,0.0,normal,1.0
trajectory_consecutive_actual,data/processed/hormuz_trajectory_deviation_v2.csv,207836770,MARIE-JOSEPH,,unknown,2026-01-17T13:00:00+00:00,2026-01-17T14:00:00+00:00,25.95,56.06,25.95,56.06,1.0,0.0,,stationary,0.0,0.0,PLAUSIBLE,essentially stationary,False,0.0,normal,1.0
