mmsi,ship_name,event_type,start,end,lat,lon,duration_hrs,confidence,port_id,port_name,port_flag,eez,avg_speed_kn,dist_from_shore_km
352001905,FATIMA 2,port_visit,2025-08-03 11:46:50+00:00,2025-09-12 08:18:56+00:00,26.2191,50.749,956.535,4,bhr-khalifabinsalman,KHALIFA BIN SALMAN,BHR,Bahrain,,9.0
352001905,FATIMA 2,port_visit,2025-09-12 11:53:04+00:00,2025-09-13 20:42:28+00:00,26.179,50.7799,32.82333333333333,4,bhr-sitrah,SITRAH,BHR,Bahrain,,12.0
352001905,FATIMA 2,port_visit,2025-09-15 12:04:16+00:00,2025-09-19 00:44:56+00:00,26.0175,55.9378,84.67777777777778,4,are-minasaqr,MINA SAQR,ARE,United Arab Emirates,,12.0
352001905,FATIMA 2,port_visit,2025-09-20 23:16:08+00:00,2025-09-25 09:19:20+00:00,26.2299,50.7488,106.05333333333333,4,bhr-khalifabinsalman,KHALIFA BIN SALMAN,BHR,Bahrain,,9.0
352001905,FATIMA 2,port_visit,2025-09-27 04:20:10+00:00,2025-09-29 14:12:13+00:00,26.0175,55.9378,57.8675,4,are-minasaqr,MINA SAQR,ARE,United Arab Emirates,,12.0
352001905,FATIMA 2,port_visit,2025-10-02 15:10:09+00:00,2025-10-05 08:03:32+00:00,26.2299,50.7488,64.88972222222222,4,bhr-khalifabinsalman,KHALIFA BIN SALMAN,BHR,Bahrain,,9.0
352001905,FATIMA 2,port_visit,2025-10-07 04:56:04+00:00,2025-10-07 06:01:17+00:00,26.033,55.8164,1.0869444444444445,4,are-are-146,ARE-146,ARE,United Arab Emirates,,24.0
352001905,FATIMA 2,port_visit,2025-10-07 06:43:22+00:00,2025-10-12 11:04:12+00:00,26.0175,55.9378,124.34722222222223,4,are-minasaqr,MINA SAQR,ARE,United Arab Emirates,,12.0
352001905,FATIMA 2,port_visit,2025-10-14 19:30:48+00:00,2025-10-17 16:16:50+00:00,26.2299,50.7488,68.76722222222222,4,bhr-khalifabinsalman,KHALIFA BIN SALMAN,BHR,Bahrain,,9.0
352001905,FATIMA 2,port_visit,2025-10-19 13:29:31+00:00,2025-10-21 11:20:44+00:00,26.0175,55.9378,45.853611111111114,4,are-minasaqr,MINA SAQR,ARE,United Arab Emirates,,12.0
352001905,FATIMA 2,port_visit,2025-10-23 21:34:36+00:00,2025-10-26 06:48:18+00:00,26.2299,50.7488,57.22833333333333,4,bhr-khalifabinsalman,KHALIFA BIN SALMAN,BHR,Bahrain,,9.0
352001905,FATIMA 2,port_visit,2025-10-28 05:33:47+00:00,2025-11-02 16:07:40+00:00,26.0175,55.9378,130.56472222222223,4,are-minasaqr,MINA SAQR,ARE,United Arab Emirates,,12.0
352001905,FATIMA 2,port_visit,2025-11-05 02:42:46+00:00,2025-11-07 06:32:11+00:00,26.2149,50.7495,51.82361111111111,4,bhr-khalifabinsalman,KHALIFA BIN SALMAN,BHR,Bahrain,,9.0
352001905,FATIMA 2,port_visit,2025-11-09 03:35:05+00:00,2025-11-11 21:19:11+00:00,26.0175,55.9378,65.735,4,are-minasaqr,MINA SAQR,ARE,United Arab Emirates,,12.0
352001905,FATIMA 2,port_visit,2025-11-14 04:04:32+00:00,2025-11-16 07:07:40+00:00,26.2191,50.749,51.05222222222222,4,bhr-khalifabinsalman,KHALIFA BIN SALMAN,BHR,Bahrain,,9.0
352001905,FATIMA 2,port_visit,2025-11-18 03:57:16+00:00,2025-11-20 17:23:19+00:00,26.0175,55.9378,61.43416666666667,4,are-minasaqr,MINA SAQR,ARE,United Arab Emirates,,12.0
352001905,FATIMA 2,port_visit,2025-11-23 05:09:55+00:00,2025-11-25 08:55:18+00:00,26.2299,50.7488,51.756388888888885,4,bhr-khalifabinsalman,KHALIFA BIN SALMAN,BHR,Bahrain,,9.0
352001905,FATIMA 2,port_visit,2025-11-28 05:17:02+00:00,2025-11-28 08:35:36+00:00,25.1466,56.5533,3.3094444444444444,4,are-fujairah,FUJAIRAH,ARE,United Arab Emirates,,20.0
352001905,FATIMA 2,port_visit,2025-11-28 08:45:27+00:00,2025-11-29 20:07:53+00:00,25.185,56.3735,35.37388888888889,4,are-fujairah,FUJAIRAH,ARE,United Arab Emirates,,2.0
352001905,FATIMA 2,port_visit,2025-12-03 07:35:22+00:00,2025-12-05 06:55:47+00:00,26.2299,50.7488,47.34027777777778,4,bhr-khalifabinsalman,KHALIFA BIN SALMAN,BHR,Bahrain,,9.0
352001905,FATIMA 2,port_visit,2025-12-07 04:29:35+00:00,2025-12-09 05:36:06+00:00,26.0175,55.9378,49.10861111111111,4,are-minasaqr,MINA SAQR,ARE,United Arab Emirates,,12.0
352001905,FATIMA 2,port_visit,2025-12-11 14:05:13+00:00,2025-12-13 14:06:39+00:00,26.2149,50.7495,48.02388888888889,4,bhr-khalifabinsalman,KHALIFA BIN SALMAN,BHR,Bahrain,,9.0
352001905,FATIMA 2,port_visit,2025-12-15 11:44:40+00:00,2025-12-26 02:31:03+00:00,26.0175,55.9378,254.77305555555554,4,are-minasaqr,MINA SAQR,ARE,United Arab Emirates,,12.0
352001905,FATIMA 2,port_visit,2025-12-28 11:49:55+00:00,2025-12-31 09:25:28+00:00,26.2299,50.7488,69.5925,4,bhr-khalifabinsalman,KHALIFA BIN SALMAN,BHR,Bahrain,,9.0
352001905,FATIMA 2,port_visit,2026-01-02 07:19:28+00:00,2026-01-04 06:30:26+00:00,26.0175,55.9378,47.18277777777778,4,are-minasaqr,MINA SAQR,ARE,United Arab Emirates,,12.0
