mmsi,ship_name,event_type,start,end,lat,lon,duration_hrs,confidence,port_id,port_name,port_flag,eez,avg_speed_kn,dist_from_shore_km
314001120,AN LI,port_visit,2025-09-22 05:54:55+00:00,2025-09-25 04:36:09+00:00,35.1379,119.8322,70.68722222222222,4,chn-rizhao,RIZHAO,CHN,EEZ:8486,,37
314001120,AN LI,port_visit,2025-09-26 20:41:16+00:00,2025-10-07 03:36:42+00:00,39.015,119.1649,246.92388888888888,4,chn-jingtang,JINGTANG,CHN,EEZ:8486,,25
314001120,AN LI,port_visit,2025-10-16 01:56:46+00:00,2025-10-18 04:52:42+00:00,10.5068,106.9468,50.93222222222222,4,vnm-vnm-28,VNM-28,VNM,EEZ:8484,,0
314001120,AN LI,port_visit,2025-10-18 06:05:36+00:00,2025-10-22 00:56:52+00:00,10.6331,106.8228,90.85444444444444,4,vnm-vnm-16,,VNM,EEZ:8484,,0
314001120,AN LI,port_visit,2025-10-26 11:35:03+00:00,2025-10-31 16:11:35+00:00,-3.7501,114.4328,124.60888888888888,4,idn-taboneoanchorage,,IDN,Indonesia,,17
314001120,AN LI,port_visit,2025-11-10 18:26:30+00:00,2025-11-14 22:22:53+00:00,31.2486,122.0576,99.93972222222222,4,chn-shanghai,SHANGHAI,CHN,EEZ:8486,,20
314001120,AN LI,port_visit,2025-11-17 00:04:31+00:00,2025-11-19 09:42:25+00:00,38.8494,121.9561,57.63166666666667,4,chn-dalian,DALIAN,CHN,EEZ:8486,,12
314001120,AN LI,port_visit,2025-11-20 03:14:59+00:00,2025-12-12 06:09:16+00:00,38.9291,121.756,530.9047222222222,4,chn-dalian,DALIAN,CHN,EEZ:8486,,4
314001120,AN LI,port_visit,2025-12-13 22:37:47+00:00,2025-12-16 09:30:20+00:00,35.1379,119.8322,58.87583333333333,4,chn-rizhao,RIZHAO,CHN,EEZ:8486,,37
314001120,AN LI,port_visit,2025-12-16 09:38:06+00:00,2025-12-21 14:20:02+00:00,35.1268,119.426,124.69888888888889,4,chn-lanshan,LANSHAN,CHN,EEZ:8486,,5
314001120,AN LI,port_visit,2025-12-22 23:08:23+00:00,2026-01-05 01:50:43+00:00,31.1947,122.7777,314.7055555555556,4,chn-shanghai,SHANGHAI,CHN,EEZ:8486,,37
314001120,AN LI,port_visit,2026-01-05 04:41:43+00:00,2026-01-09 02:02:10+00:00,31.2486,122.0576,93.34083333333334,4,chn-shanghai,SHANGHAI,CHN,EEZ:8486,,20
314001120,AN LI,port_visit,2026-01-17 03:17:53+00:00,2026-01-18 00:42:35+00:00,1.3774,104.3585,21.411666666666665,4,mys-telokramunia,TELOK RAMUNIA,MYS,Malaysia,,9
314001120,AN LI,port_visit,2026-01-29 21:52:48+00:00,2026-02-03 13:22:02+00:00,24.6112,56.7102,111.48722222222223,4,omn-sohar,,OMN,Oman,,15
314001120,AN LI,port_visit,2026-02-12 03:28:20+00:00,2026-02-20 08:02:33+00:00,25.0299,55.0466,196.5702777777778,4,are-jebelali,JEBEL ALI,ARE,United Arab Emirates,,2
314001120,AN LI,port_visit,2026-02-21 05:44:02+00:00,2026-02-25 12:14:36+00:00,25.0211,51.6455,102.50944444444444,4,qat-qat-61,,QAT,Qatar,,3
314001120,AN LI,port_visit,2026-02-26 04:04:27+00:00,2026-03-02 20:20:12+00:00,26.6455,50.3298,112.2625,4,sau-dammam,,SAU,Kuwait,,17
314001120,AN LI,port_visit,2026-03-08 14:41:37+00:00,2026-03-09 14:20:38+00:00,27.542,52.4862,23.650277777777777,4,irn-asaluyeh,,IRN,Iran,,5
