mmsi,ship_name,event_type,start,end,lat,lon,duration_hrs,confidence,port_id,port_name,port_flag,eez,avg_speed_kn,dist_from_shore_km
613511209,SEASONS I,port_visit,2025-12-14 07:42:31+00:00,2025-12-14 11:28:56+00:00,60.0277,28.4988,3.7736111111111112,4,rus-primorsk,,RUS,EEZ:5690,,6.0
613511209,SEASONS I,port_visit,2025-12-14 11:45:41+00:00,2025-12-14 15:50:08+00:00,60.016,28.4963,4.074166666666667,4,rus-primorsk,,RUS,EEZ:5690,,6.0
613511209,SEASONS I,port_visit,2025-12-16 17:17:44+00:00,2025-12-18 23:23:59+00:00,60.3043,28.7486,54.104166666666664,4,rus-primorsk,,RUS,EEZ:5690,,2.0
613511209,SEASONS I,port_visit,2026-01-05 07:22:53+00:00,2026-01-06 04:50:59+00:00,31.4718,32.3028,21.468333333333334,4,egy-portsaid,PORT SAID,EGY,EEZ:8490,,21.0
613511209,SEASONS I,loitering,2026-01-14 11:56:14+00:00,2026-01-15 07:15:51+00:00,16.0803,56.2719,19.326944444444443,,,,,Oman,0.5866845315641329,156.9667408357437
613511209,SEASONS I,loitering,2026-01-16 08:22:31+00:00,2026-01-21 07:56:26+00:00,18.9683,58.8066,119.56527777777778,,,,,Oman,0.8159275380379197,86.00170607956062
613511209,SEASONS I,loitering,2026-01-23 11:59:14+00:00,2026-01-23 21:58:24+00:00,21.948,68.4764,9.98611111111111,,,,,India,0.7095176150859348,59.25866429504461
613511209,SEASONS I,loitering,2026-01-23 23:58:34+00:00,2026-01-26 01:59:45+00:00,21.7813,68.3438,50.01972222222223,,,,,India,0.5341853218377651,86.76398480257832
613511209,SEASONS I,loitering,2026-01-26 04:59:52+00:00,2026-01-27 07:54:29+00:00,21.9394,68.2597,26.91027777777778,,,,,India,0.3300726542190303,76.61636522529027
613511209,SEASONS I,port_visit,2026-01-27 20:01:14+00:00,2026-02-05 23:32:44+00:00,22.5549,69.66,219.525,4,ind-vadinar,,IND,India,,10.0
613511209,SEASONS I,port_visit,2026-02-16 09:35:02+00:00,2026-02-17 06:00:52+00:00,29.702,32.5916,20.430555555555557,4,egy-suezsouthanchorage,SUEZ SOUTH ANCHORAGE,EGY,EEZ:8490,,9.0
613511209,SEASONS I,port_visit,2026-03-08 07:00:34+00:00,2026-03-09 10:23:48+00:00,60.3362,28.6958,27.38722222222222,4,rus-primorsk,,RUS,EEZ:5690,,0.0
613511209,SEASONS I,port_visit,2026-03-09 14:01:43+00:00,2026-03-11 23:57:04+00:00,60.0288,28.4431,57.9225,4,rus-primorsk,,RUS,EEZ:5690,,3.0
