mmsi,ship_name,event_type,start,end,lat,lon,duration_hrs,confidence,port_id,port_name,port_flag,eez,avg_speed_kn,dist_from_shore_km
636018010,PATRIS,loitering,2025-09-01 17:50:22+00:00,2025-09-01 18:59:39+00:00,-0.4492,70.0718,1.154722222222222,,,,,Maldives,1.7953426984645735,333.96455696202537
636018010,PATRIS,loitering,2025-09-02 03:48:30+00:00,2025-09-02 08:28:11+00:00,-0.7414,70.3078,4.661388888888888,,,,,Maldives,1.0892947175011418,308.6678212677521
636018010,PATRIS,loitering,2025-09-02 12:40:21+00:00,2025-09-03 10:33:47+00:00,-0.9678,70.5879,21.89055555555555,,,,,Maldives,1.287378950943361,276.6865095139362
636018010,PATRIS,loitering,2025-09-04 15:58:20+00:00,2025-09-05 15:41:41+00:00,1.7877,76.7629,23.7225,,,,,Maldives,0.9920736594382352,354.2926520501962
636018010,PATRIS,loitering,2025-09-05 16:59:03+00:00,2025-09-06 17:59:21+00:00,1.801,76.7116,25.005000000000003,,,,,Maldives,1.0354908691851143,349.4093142131583
636018010,PATRIS,loitering,2025-09-06 18:03:51+00:00,2025-09-07 13:54:33+00:00,1.7738,76.6797,19.845,,,,,Maldives,1.0038952875262896,346.0174020806995
636018010,PATRIS,loitering,2025-09-07 16:58:53+00:00,2025-09-08 02:32:02+00:00,1.821,76.7948,9.552499999999998,,,,,Maldives,1.6212647031898872,363.5401995105059
636018010,PATRIS,loitering,2025-09-11 16:58:15+00:00,2025-09-12 05:53:39+00:00,6.5066,97.2858,12.923333333333332,,,,,Indonesia,1.4122048516289687,137.87828948535744
636018010,PATRIS,loitering,2025-09-12 09:49:03+00:00,2025-09-14 11:37:50+00:00,6.6987,97.3753,49.81305555555555,,,,,Thailand,0.9780219126000507,128.68365817969607
636018010,PATRIS,loitering,2025-09-14 12:41:50+00:00,2025-09-14 14:48:09+00:00,6.7121,97.6042,2.1052777777777774,,,,,Thailand,1.4752995568445377,115.82028678890455
636018010,PATRIS,loitering,2025-09-14 15:47:35+00:00,2025-09-15 05:47:27+00:00,6.7267,97.7856,13.997777777777774,,,,,Thailand,1.3218610327133233,100.61049884248307
636018010,PATRIS,port_visit,2025-09-23 08:54:20+00:00,2025-09-24 23:41:11+00:00,-2.4346,133.1315,38.780833333333334,4,idn-bintuni,,IDN,Indonesia,,0.0
636018010,PATRIS,port_visit,2025-10-10 00:02:42+00:00,2025-10-11 04:53:25+00:00,34.5529,135.2319,28.845277777777778,4,jpn-kobe,,JPN,Japan,,12.0
